,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
88640,373,2,Royal Challengers Bangalore,Sunrisers Hyderabad,18,4,V Kohli,MC Henriques,I Sharma,0,0,0,0,0,0,4,0,4,,,
89864,379,1,Royal Challengers Bangalore,Delhi Daredevils,3,3,V Kohli,CA Pujara,M Morkel,0,0,0,0,1,0,0,1,1,,,
89865,379,1,Royal Challengers Bangalore,Delhi Daredevils,3,4,V Kohli,CA Pujara,M Morkel,0,0,0,0,0,0,0,0,0,,,
89866,379,1,Royal Challengers Bangalore,Delhi Daredevils,3,5,V Kohli,CA Pujara,M Morkel,0,0,0,0,0,0,4,0,4,,,
89867,379,1,Royal Challengers Bangalore,Delhi Daredevils,3,6,V Kohli,CA Pujara,M Morkel,0,0,0,0,0,0,0,0,0,,,
89868,379,1,Royal Challengers Bangalore,Delhi Daredevils,3,7,V Kohli,CA Pujara,M Morkel,0,0,0,0,0,0,0,0,0,,,
89876,379,1,Royal Challengers Bangalore,Delhi Daredevils,5,1,V Kohli,CA Pujara,S Kaul,0,0,0,0,0,0,4,0,4,,,
89877,379,1,Royal Challengers Bangalore,Delhi Daredevils,5,2,V Kohli,CA Pujara,S Kaul,0,0,0,0,0,0,1,0,1,,,
89882,379,1,Royal Challengers Bangalore,Delhi Daredevils,6,1,V Kohli,MC Henriques,UT Yadav,0,0,0,0,0,0,0,0,0,,,
89883,379,1,Royal Challengers Bangalore,Delhi Daredevils,6,2,V Kohli,MC Henriques,UT Yadav,0,0,0,0,0,0,1,0,1,,,
89887,379,1,Royal Challengers Bangalore,Delhi Daredevils,6,6,V Kohli,MC Henriques,UT Yadav,0,0,0,0,0,0,4,0,4,,,
89890,379,1,Royal Challengers Bangalore,Delhi Daredevils,7,3,V Kohli,MC Henriques,S Kaul,0,0,0,0,0,0,1,0,1,,,
89892,379,1,Royal Challengers Bangalore,Delhi Daredevils,7,5,V Kohli,MC Henriques,S Kaul,0,0,0,0,0,0,0,0,0,,,
89893,379,1,Royal Challengers Bangalore,Delhi Daredevils,7,6,V Kohli,MC Henriques,S Kaul,0,0,0,0,0,0,1,0,1,,,
89894,379,1,Royal Challengers Bangalore,Delhi Daredevils,8,1,V Kohli,MC Henriques,S Nadeem,0,0,0,0,0,0,0,0,0,,,
89895,379,1,Royal Challengers Bangalore,Delhi Daredevils,8,2,V Kohli,MC Henriques,S Nadeem,0,0,0,0,0,0,1,0,1,,,
89899,379,1,Royal Challengers Bangalore,Delhi Daredevils,8,6,V Kohli,MC Henriques,S Nadeem,0,0,0,0,0,0,1,0,1,,,
89900,379,1,Royal Challengers Bangalore,Delhi Daredevils,9,1,V Kohli,MC Henriques,UT Yadav,0,0,0,0,0,0,4,0,4,,,
89901,379,1,Royal Challengers Bangalore,Delhi Daredevils,9,2,V Kohli,MC Henriques,UT Yadav,0,0,0,0,0,0,1,0,1,,,
89903,379,1,Royal Challengers Bangalore,Delhi Daredevils,9,4,V Kohli,MC Henriques,UT Yadav,0,0,0,0,0,0,1,0,1,,,
89905,379,1,Royal Challengers Bangalore,Delhi Daredevils,9,6,V Kohli,MC Henriques,UT Yadav,0,1,0,0,0,0,0,1,1,,,
89906,379,1,Royal Challengers Bangalore,Delhi Daredevils,9,7,V Kohli,MC Henriques,UT Yadav,0,0,0,0,0,0,1,0,1,,,
89907,379,1,Royal Challengers Bangalore,Delhi Daredevils,10,1,V Kohli,MC Henriques,S Nadeem,0,0,0,0,0,0,1,0,1,,,
89909,379,1,Royal Challengers Bangalore,Delhi Daredevils,10,3,V Kohli,MC Henriques,S Nadeem,0,0,0,0,0,0,2,0,2,,,
89910,379,1,Royal Challengers Bangalore,Delhi Daredevils,10,4,V Kohli,MC Henriques,S Nadeem,0,0,0,0,0,0,1,0,1,,,
89913,379,1,Royal Challengers Bangalore,Delhi Daredevils,11,1,V Kohli,MC Henriques,IK Pathan,0,0,0,0,0,0,1,0,1,,,
89915,379,1,Royal Challengers Bangalore,Delhi Daredevils,11,3,V Kohli,MC Henriques,IK Pathan,0,0,0,0,0,0,1,0,1,,,
89917,379,1,Royal Challengers Bangalore,Delhi Daredevils,11,5,V Kohli,MC Henriques,IK Pathan,0,0,0,0,0,0,1,0,1,,,
89919,379,1,Royal Challengers Bangalore,Delhi Daredevils,12,1,V Kohli,MC Henriques,S Nadeem,0,0,0,0,0,0,0,0,0,,,
89920,379,1,Royal Challengers Bangalore,Delhi Daredevils,12,2,V Kohli,MC Henriques,S Nadeem,0,0,0,0,0,0,0,0,0,,,
89921,379,1,Royal Challengers Bangalore,Delhi Daredevils,12,3,V Kohli,MC Henriques,S Nadeem,0,0,0,0,0,0,0,0,0,,,
89922,379,1,Royal Challengers Bangalore,Delhi Daredevils,12,4,V Kohli,MC Henriques,S Nadeem,0,0,0,0,0,0,0,0,0,,,
89923,379,1,Royal Challengers Bangalore,Delhi Daredevils,12,5,V Kohli,MC Henriques,S Nadeem,0,0,0,0,0,0,1,0,1,,,
89925,379,1,Royal Challengers Bangalore,Delhi Daredevils,12,7,V Kohli,MC Henriques,S Nadeem,0,0,0,0,0,0,1,0,1,,,
89926,379,1,Royal Challengers Bangalore,Delhi Daredevils,13,1,V Kohli,MC Henriques,M Morkel,0,0,0,0,0,0,0,0,0,,,
89927,379,1,Royal Challengers Bangalore,Delhi Daredevils,13,2,V Kohli,MC Henriques,M Morkel,0,0,0,0,0,0,1,0,1,,,
89931,379,1,Royal Challengers Bangalore,Delhi Daredevils,13,6,V Kohli,MC Henriques,M Morkel,0,0,0,0,0,0,2,0,2,,,
89935,379,1,Royal Challengers Bangalore,Delhi Daredevils,14,4,V Kohli,AB de Villiers,S Nadeem,0,0,0,0,0,0,1,0,1,,,
89939,379,1,Royal Challengers Bangalore,Delhi Daredevils,15,2,V Kohli,AB de Villiers,IK Pathan,0,0,0,0,0,0,0,0,0,,,
89940,379,1,Royal Challengers Bangalore,Delhi Daredevils,15,3,V Kohli,AB de Villiers,IK Pathan,0,0,0,0,0,0,4,0,4,,,
89941,379,1,Royal Challengers Bangalore,Delhi Daredevils,15,4,V Kohli,AB de Villiers,IK Pathan,0,0,0,0,0,0,0,0,0,,,
89942,379,1,Royal Challengers Bangalore,Delhi Daredevils,15,5,V Kohli,AB de Villiers,IK Pathan,0,0,0,0,0,0,1,0,1,,,
89945,379,1,Royal Challengers Bangalore,Delhi Daredevils,16,2,V Kohli,AB de Villiers,S Kaul,0,0,0,0,0,0,1,0,1,,,
89947,379,1,Royal Challengers Bangalore,Delhi Daredevils,16,4,V Kohli,AB de Villiers,S Kaul,0,0,0,0,0,0,2,0,2,,,
89948,379,1,Royal Challengers Bangalore,Delhi Daredevils,16,5,V Kohli,AB de Villiers,S Kaul,0,0,0,0,0,0,1,0,1,,,
89952,379,1,Royal Challengers Bangalore,Delhi Daredevils,17,3,V Kohli,AB de Villiers,M Morkel,0,0,0,0,0,0,4,0,4,,,
89953,379,1,Royal Challengers Bangalore,Delhi Daredevils,17,4,V Kohli,AB de Villiers,M Morkel,0,0,0,0,0,0,2,0,2,,,
89954,379,1,Royal Challengers Bangalore,Delhi Daredevils,17,5,V Kohli,AB de Villiers,M Morkel,0,0,0,0,0,0,4,0,4,,,
89955,379,1,Royal Challengers Bangalore,Delhi Daredevils,17,6,V Kohli,AB de Villiers,M Morkel,0,0,0,0,0,0,1,0,1,,,
89956,379,1,Royal Challengers Bangalore,Delhi Daredevils,18,1,V Kohli,AB de Villiers,UT Yadav,0,0,0,0,0,0,1,0,1,,,
89959,379,1,Royal Challengers Bangalore,Delhi Daredevils,18,4,V Kohli,AB de Villiers,UT Yadav,0,0,0,0,0,0,6,0,6,,,
89960,379,1,Royal Challengers Bangalore,Delhi Daredevils,18,5,V Kohli,AB de Villiers,UT Yadav,0,0,0,0,0,0,4,0,4,,,
89961,379,1,Royal Challengers Bangalore,Delhi Daredevils,18,6,V Kohli,AB de Villiers,UT Yadav,0,0,0,0,0,0,6,0,6,,,
89967,379,1,Royal Challengers Bangalore,Delhi Daredevils,19,6,V Kohli,AB de Villiers,S Kaul,0,0,0,0,0,0,1,0,1,,,
89968,379,1,Royal Challengers Bangalore,Delhi Daredevils,20,1,V Kohli,AB de Villiers,UT Yadav,0,0,0,0,0,0,2,0,2,,,
89969,379,1,Royal Challengers Bangalore,Delhi Daredevils,20,2,V Kohli,AB de Villiers,UT Yadav,0,0,0,0,0,0,4,0,4,,,
89970,379,1,Royal Challengers Bangalore,Delhi Daredevils,20,3,V Kohli,AB de Villiers,UT Yadav,0,0,0,0,0,0,4,0,4,,,
89971,379,1,Royal Challengers Bangalore,Delhi Daredevils,20,4,V Kohli,AB de Villiers,UT Yadav,0,0,0,0,0,0,6,0,6,,,
89972,379,1,Royal Challengers Bangalore,Delhi Daredevils,20,5,V Kohli,AB de Villiers,UT Yadav,0,0,0,0,0,0,6,0,6,,,
89973,379,1,Royal Challengers Bangalore,Delhi Daredevils,20,6,V Kohli,AB de Villiers,UT Yadav,0,0,0,0,0,0,1,0,1,V Kohli,run out,BJ Rohrer
90608,382,1,Royal Challengers Bangalore,Kolkata Knight Riders,5,5,V Kohli,CH Gayle,SMSM Senanayake,0,0,0,0,0,0,0,0,0,,,
90609,382,1,Royal Challengers Bangalore,Kolkata Knight Riders,5,6,V Kohli,CH Gayle,SMSM Senanayake,0,0,0,0,0,0,0,0,0,,,
90612,382,1,Royal Challengers Bangalore,Kolkata Knight Riders,6,3,V Kohli,CH Gayle,SP Narine,0,0,0,0,0,0,0,0,0,,,
90613,382,1,Royal Challengers Bangalore,Kolkata Knight Riders,6,4,V Kohli,CH Gayle,SP Narine,0,0,0,0,0,0,4,0,4,,,
90614,382,1,Royal Challengers Bangalore,Kolkata Knight Riders,6,5,V Kohli,CH Gayle,SP Narine,0,0,0,0,0,0,0,0,0,,,
90615,382,1,Royal Challengers Bangalore,Kolkata Knight Riders,6,6,V Kohli,CH Gayle,SP Narine,0,0,0,0,0,0,1,0,1,,,
90616,382,1,Royal Challengers Bangalore,Kolkata Knight Riders,7,1,V Kohli,CH Gayle,JH Kallis,0,0,0,0,0,0,1,0,1,,,
90619,382,1,Royal Challengers Bangalore,Kolkata Knight Riders,7,4,V Kohli,CH Gayle,JH Kallis,0,0,0,0,0,0,1,0,1,,,
90621,382,1,Royal Challengers Bangalore,Kolkata Knight Riders,7,6,V Kohli,CH Gayle,JH Kallis,0,0,0,0,0,0,2,0,2,,,
90623,382,1,Royal Challengers Bangalore,Kolkata Knight Riders,8,2,V Kohli,CH Gayle,RN ten Doeschate,0,0,0,0,0,0,4,0,4,,,
90624,382,1,Royal Challengers Bangalore,Kolkata Knight Riders,8,3,V Kohli,CH Gayle,RN ten Doeschate,0,0,0,0,0,0,1,0,1,,,
90628,382,1,Royal Challengers Bangalore,Kolkata Knight Riders,9,1,V Kohli,CH Gayle,JH Kallis,0,0,0,0,0,0,1,0,1,,,
90630,382,1,Royal Challengers Bangalore,Kolkata Knight Riders,9,3,V Kohli,CH Gayle,JH Kallis,0,0,0,0,0,0,2,0,2,,,
90631,382,1,Royal Challengers Bangalore,Kolkata Knight Riders,9,4,V Kohli,CH Gayle,JH Kallis,0,0,0,0,0,0,0,0,0,V Kohli,bowled,
92331,389,1,Royal Challengers Bangalore,Kings XI Punjab,12,3,V Kohli,CA Pujara,MS Gony,0,0,0,0,0,0,1,0,1,,,
92333,389,1,Royal Challengers Bangalore,Kings XI Punjab,12,5,V Kohli,CA Pujara,MS Gony,0,0,0,0,0,0,4,0,4,,,
92334,389,1,Royal Challengers Bangalore,Kings XI Punjab,12,6,V Kohli,CA Pujara,MS Gony,0,0,0,0,0,0,0,0,0,,,
92338,389,1,Royal Challengers Bangalore,Kings XI Punjab,13,4,V Kohli,CA Pujara,PP Chawla,0,0,0,0,0,0,0,0,0,,,
92339,389,1,Royal Challengers Bangalore,Kings XI Punjab,13,5,V Kohli,CA Pujara,PP Chawla,0,0,0,0,0,0,0,0,0,,,
92340,389,1,Royal Challengers Bangalore,Kings XI Punjab,13,6,V Kohli,CA Pujara,PP Chawla,0,0,0,0,0,0,2,0,2,,,
92346,389,1,Royal Challengers Bangalore,Kings XI Punjab,14,6,V Kohli,CA Pujara,P Awana,0,0,0,0,0,0,1,0,1,,,
92347,389,1,Royal Challengers Bangalore,Kings XI Punjab,15,1,V Kohli,CA Pujara,P Kumar,0,0,0,0,0,0,1,0,1,,,
92349,389,1,Royal Challengers Bangalore,Kings XI Punjab,15,3,V Kohli,CA Pujara,P Kumar,0,0,0,0,0,0,0,0,0,,,
92350,389,1,Royal Challengers Bangalore,Kings XI Punjab,15,4,V Kohli,CA Pujara,P Kumar,0,1,0,0,0,0,0,1,1,,,
92351,389,1,Royal Challengers Bangalore,Kings XI Punjab,15,5,V Kohli,CA Pujara,P Kumar,0,1,0,0,0,0,0,1,1,,,
92352,389,1,Royal Challengers Bangalore,Kings XI Punjab,15,6,V Kohli,CA Pujara,P Kumar,0,0,0,0,0,0,2,0,2,,,
92353,389,1,Royal Challengers Bangalore,Kings XI Punjab,15,7,V Kohli,CA Pujara,P Kumar,0,0,0,0,0,0,1,0,1,,,
92359,389,1,Royal Challengers Bangalore,Kings XI Punjab,16,5,V Kohli,AB de Villiers,MS Gony,0,0,0,0,0,0,1,0,1,,,
92364,389,1,Royal Challengers Bangalore,Kings XI Punjab,17,4,V Kohli,AB de Villiers,P Awana,0,0,0,0,0,0,1,0,1,,,
92366,389,1,Royal Challengers Bangalore,Kings XI Punjab,17,6,V Kohli,AB de Villiers,P Awana,0,0,0,0,0,0,0,0,0,V Kohli,caught,SE Marsh
93236,393,1,Royal Challengers Bangalore,Chennai Super Kings,1,1,V Kohli,CH Gayle,R Ashwin,0,0,0,0,0,0,0,0,0,,,
93237,393,1,Royal Challengers Bangalore,Chennai Super Kings,1,2,V Kohli,CH Gayle,R Ashwin,0,0,0,0,0,0,4,0,4,,,
93238,393,1,Royal Challengers Bangalore,Chennai Super Kings,1,3,V Kohli,CH Gayle,R Ashwin,0,0,0,0,0,0,0,0,0,,,
93239,393,1,Royal Challengers Bangalore,Chennai Super Kings,1,4,V Kohli,CH Gayle,R Ashwin,0,0,0,0,0,0,1,0,1,,,
93243,393,1,Royal Challengers Bangalore,Chennai Super Kings,2,2,V Kohli,CH Gayle,CH Morris,0,0,0,0,0,0,1,0,1,,,
93247,393,1,Royal Challengers Bangalore,Chennai Super Kings,2,6,V Kohli,CH Gayle,CH Morris,0,0,0,0,0,0,0,0,0,,,
93248,393,1,Royal Challengers Bangalore,Chennai Super Kings,2,7,V Kohli,CH Gayle,CH Morris,0,0,0,1,0,0,0,1,1,,,
93249,393,1,Royal Challengers Bangalore,Chennai Super Kings,3,1,V Kohli,CH Gayle,R Ashwin,0,0,0,0,0,0,0,0,0,,,
93250,393,1,Royal Challengers Bangalore,Chennai Super Kings,3,2,V Kohli,CH Gayle,R Ashwin,0,0,0,0,0,0,4,0,4,,,
93251,393,1,Royal Challengers Bangalore,Chennai Super Kings,3,3,V Kohli,CH Gayle,R Ashwin,0,0,0,0,0,0,1,0,1,,,
93253,393,1,Royal Challengers Bangalore,Chennai Super Kings,3,5,V Kohli,CH Gayle,R Ashwin,0,0,0,0,0,0,4,0,4,,,
93254,393,1,Royal Challengers Bangalore,Chennai Super Kings,3,6,V Kohli,CH Gayle,R Ashwin,0,0,0,0,0,0,6,0,6,,,
93256,393,1,Royal Challengers Bangalore,Chennai Super Kings,4,2,V Kohli,CH Gayle,CH Morris,0,0,0,0,0,0,4,0,4,,,
93257,393,1,Royal Challengers Bangalore,Chennai Super Kings,4,3,V Kohli,CH Gayle,CH Morris,0,0,0,0,0,0,2,0,2,,,
93258,393,1,Royal Challengers Bangalore,Chennai Super Kings,4,4,V Kohli,CH Gayle,CH Morris,0,0,0,0,0,0,0,0,0,,,
93259,393,1,Royal Challengers Bangalore,Chennai Super Kings,4,5,V Kohli,CH Gayle,CH Morris,0,0,0,0,0,0,0,0,0,,,
93260,393,1,Royal Challengers Bangalore,Chennai Super Kings,4,6,V Kohli,CH Gayle,CH Morris,0,0,0,0,0,0,6,0,6,,,
93262,393,1,Royal Challengers Bangalore,Chennai Super Kings,5,2,V Kohli,CH Gayle,JO Holder,0,0,0,0,0,0,1,0,1,,,
93267,393,1,Royal Challengers Bangalore,Chennai Super Kings,6,1,V Kohli,CH Gayle,DJ Bravo,0,0,0,0,0,0,1,0,1,,,
93271,393,1,Royal Challengers Bangalore,Chennai Super Kings,6,5,V Kohli,AB de Villiers,DJ Bravo,0,0,0,0,0,0,4,0,4,,,
93272,393,1,Royal Challengers Bangalore,Chennai Super Kings,6,6,V Kohli,AB de Villiers,DJ Bravo,0,0,0,0,0,0,0,0,0,,,
93274,393,1,Royal Challengers Bangalore,Chennai Super Kings,7,2,V Kohli,MC Henriques,MM Sharma,0,0,0,0,0,0,0,0,0,,,
93275,393,1,Royal Challengers Bangalore,Chennai Super Kings,7,3,V Kohli,MC Henriques,MM Sharma,0,0,0,0,0,0,1,0,1,,,
93280,393,1,Royal Challengers Bangalore,Chennai Super Kings,8,1,V Kohli,MC Henriques,DJ Bravo,0,0,0,0,0,0,0,0,0,,,
93281,393,1,Royal Challengers Bangalore,Chennai Super Kings,8,2,V Kohli,MC Henriques,DJ Bravo,0,0,0,0,0,0,0,0,0,,,
93282,393,1,Royal Challengers Bangalore,Chennai Super Kings,8,3,V Kohli,MC Henriques,DJ Bravo,0,0,0,0,0,0,6,0,6,,,
93283,393,1,Royal Challengers Bangalore,Chennai Super Kings,8,4,V Kohli,MC Henriques,DJ Bravo,0,0,0,0,0,0,0,0,0,,,
93284,393,1,Royal Challengers Bangalore,Chennai Super Kings,8,5,V Kohli,MC Henriques,DJ Bravo,0,0,0,0,0,0,6,0,6,,,
93285,393,1,Royal Challengers Bangalore,Chennai Super Kings,8,6,V Kohli,MC Henriques,DJ Bravo,0,0,0,0,0,0,4,0,4,,,
94932,400,2,Royal Challengers Bangalore,Delhi Daredevils,2,6,V Kohli,PA Patel,Mohammed Shami,0,0,0,0,0,0,4,0,4,,,
94946,400,2,Royal Challengers Bangalore,Delhi Daredevils,5,1,V Kohli,PA Patel,WD Parnell,0,0,0,0,0,0,0,0,0,,,
94947,400,2,Royal Challengers Bangalore,Delhi Daredevils,5,2,V Kohli,PA Patel,WD Parnell,0,0,0,0,0,0,0,0,0,,,
94948,400,2,Royal Challengers Bangalore,Delhi Daredevils,5,3,V Kohli,PA Patel,WD Parnell,0,0,0,0,0,0,0,0,0,,,
94949,400,2,Royal Challengers Bangalore,Delhi Daredevils,5,4,V Kohli,PA Patel,WD Parnell,0,0,0,0,0,0,4,0,4,,,
94950,400,2,Royal Challengers Bangalore,Delhi Daredevils,5,5,V Kohli,PA Patel,WD Parnell,0,0,0,0,0,0,1,0,1,,,
94952,400,2,Royal Challengers Bangalore,Delhi Daredevils,6,1,V Kohli,PA Patel,S Nadeem,0,0,0,0,0,0,1,0,1,,,
94957,400,2,Royal Challengers Bangalore,Delhi Daredevils,6,6,V Kohli,PA Patel,S Nadeem,0,0,0,0,0,0,1,0,1,,,
94958,400,2,Royal Challengers Bangalore,Delhi Daredevils,7,1,V Kohli,PA Patel,JP Duminy,0,0,0,0,0,0,0,0,0,,,
94959,400,2,Royal Challengers Bangalore,Delhi Daredevils,7,2,V Kohli,PA Patel,JP Duminy,0,0,0,0,0,0,0,0,0,,,
94960,400,2,Royal Challengers Bangalore,Delhi Daredevils,7,3,V Kohli,PA Patel,JP Duminy,0,0,0,0,0,0,2,0,2,,,
94961,400,2,Royal Challengers Bangalore,Delhi Daredevils,7,4,V Kohli,PA Patel,JP Duminy,0,0,0,0,0,0,1,0,1,,,
94963,400,2,Royal Challengers Bangalore,Delhi Daredevils,7,6,V Kohli,PA Patel,JP Duminy,0,0,0,0,0,0,1,0,1,,,
94964,400,2,Royal Challengers Bangalore,Delhi Daredevils,8,1,V Kohli,PA Patel,S Nadeem,0,0,0,0,0,0,0,0,0,,,
94965,400,2,Royal Challengers Bangalore,Delhi Daredevils,8,2,V Kohli,PA Patel,S Nadeem,0,0,0,0,0,0,0,0,0,,,
94966,400,2,Royal Challengers Bangalore,Delhi Daredevils,8,3,V Kohli,PA Patel,S Nadeem,0,0,0,0,0,0,2,0,2,,,
94967,400,2,Royal Challengers Bangalore,Delhi Daredevils,8,4,V Kohli,PA Patel,S Nadeem,0,0,0,0,0,0,1,0,1,,,
94973,400,2,Royal Challengers Bangalore,Delhi Daredevils,9,3,V Kohli,PA Patel,R Sharma,0,0,0,0,0,0,0,0,0,,,
94974,400,2,Royal Challengers Bangalore,Delhi Daredevils,9,4,V Kohli,PA Patel,R Sharma,0,0,0,0,0,0,1,0,1,,,
94982,400,2,Royal Challengers Bangalore,Delhi Daredevils,10,6,V Kohli,Yuvraj Singh,Mohammed Shami,0,0,0,0,0,0,0,0,0,,,
94983,400,2,Royal Challengers Bangalore,Delhi Daredevils,10,7,V Kohli,Yuvraj Singh,Mohammed Shami,0,0,0,0,0,0,0,0,0,,,
94986,400,2,Royal Challengers Bangalore,Delhi Daredevils,11,3,V Kohli,Yuvraj Singh,R Sharma,0,0,0,0,0,0,1,0,1,,,
94989,400,2,Royal Challengers Bangalore,Delhi Daredevils,11,6,V Kohli,Yuvraj Singh,R Sharma,0,0,0,0,0,0,1,0,1,,,
94990,400,2,Royal Challengers Bangalore,Delhi Daredevils,12,1,V Kohli,Yuvraj Singh,JDS Neesham,0,0,0,0,0,0,1,0,1,,,
94995,400,2,Royal Challengers Bangalore,Delhi Daredevils,12,6,V Kohli,Yuvraj Singh,JDS Neesham,0,0,0,0,0,0,1,0,1,,,
94996,400,2,Royal Challengers Bangalore,Delhi Daredevils,13,1,V Kohli,Yuvraj Singh,WD Parnell,0,0,0,0,0,0,1,0,1,,,
95000,400,2,Royal Challengers Bangalore,Delhi Daredevils,13,5,V Kohli,Yuvraj Singh,WD Parnell,0,0,0,0,0,0,0,0,0,,,
95001,400,2,Royal Challengers Bangalore,Delhi Daredevils,13,6,V Kohli,Yuvraj Singh,WD Parnell,0,0,0,0,0,0,1,0,1,,,
95002,400,2,Royal Challengers Bangalore,Delhi Daredevils,14,1,V Kohli,Yuvraj Singh,JDS Neesham,0,0,0,0,0,0,6,0,6,,,
95003,400,2,Royal Challengers Bangalore,Delhi Daredevils,14,2,V Kohli,Yuvraj Singh,JDS Neesham,0,0,0,0,0,0,1,0,1,,,
95005,400,2,Royal Challengers Bangalore,Delhi Daredevils,14,4,V Kohli,Yuvraj Singh,JDS Neesham,0,0,0,0,0,0,0,0,0,,,
95006,400,2,Royal Challengers Bangalore,Delhi Daredevils,14,5,V Kohli,Yuvraj Singh,JDS Neesham,0,0,0,0,0,0,1,0,1,,,
95008,400,2,Royal Challengers Bangalore,Delhi Daredevils,15,1,V Kohli,Yuvraj Singh,R Sharma,0,0,0,0,0,0,6,0,6,,,
95009,400,2,Royal Challengers Bangalore,Delhi Daredevils,15,2,V Kohli,Yuvraj Singh,R Sharma,0,0,0,0,0,0,6,0,6,,,
95010,400,2,Royal Challengers Bangalore,Delhi Daredevils,15,3,V Kohli,Yuvraj Singh,R Sharma,0,0,0,0,0,0,1,0,1,,,
95015,400,2,Royal Challengers Bangalore,Delhi Daredevils,16,2,V Kohli,Yuvraj Singh,Mohammed Shami,0,0,0,0,0,0,1,0,1,,,
95020,400,2,Royal Challengers Bangalore,Delhi Daredevils,17,1,V Kohli,Yuvraj Singh,S Nadeem,0,0,0,0,0,0,1,0,1,,,
95024,400,2,Royal Challengers Bangalore,Delhi Daredevils,17,5,V Kohli,Yuvraj Singh,S Nadeem,0,0,0,0,0,0,1,0,1,,,
95658,403,2,Royal Challengers Bangalore,Mumbai Indians,4,2,V Kohli,PA Patel,Z Khan,0,0,0,0,0,0,0,0,0,,,
95659,403,2,Royal Challengers Bangalore,Mumbai Indians,4,3,V Kohli,PA Patel,Z Khan,0,0,0,0,0,0,0,0,0,V Kohli,caught,Harbhajan Singh
97116,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,8,5,V Kohli,PA Patel,JH Kallis,0,0,0,0,0,0,0,0,0,,,
97117,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,8,6,V Kohli,PA Patel,JH Kallis,0,0,0,0,0,0,0,0,0,,,
97121,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,9,4,V Kohli,Yuvraj Singh,R Vinay Kumar,0,0,0,0,0,0,1,0,1,,,
97123,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,9,6,V Kohli,Yuvraj Singh,R Vinay Kumar,0,0,0,0,0,0,1,0,1,,,
97125,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,10,1,V Kohli,Yuvraj Singh,M Morkel,0,0,0,0,0,0,1,0,1,,,
97128,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,10,4,V Kohli,Yuvraj Singh,M Morkel,0,0,0,0,0,0,3,0,3,,,
97131,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,11,1,V Kohli,Yuvraj Singh,UT Yadav,0,0,0,0,0,0,0,0,0,,,
97132,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,11,2,V Kohli,Yuvraj Singh,UT Yadav,0,0,0,0,0,0,1,0,1,,,
97135,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,11,5,V Kohli,Yuvraj Singh,UT Yadav,0,0,0,0,0,0,4,0,4,,,
97136,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,11,6,V Kohli,Yuvraj Singh,UT Yadav,0,0,0,0,0,0,1,0,1,,,
97137,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,12,1,V Kohli,Yuvraj Singh,SP Narine,0,0,0,0,0,0,1,0,1,,,
97143,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,13,1,V Kohli,Yuvraj Singh,JH Kallis,0,0,0,0,0,0,4,0,4,,,
97144,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,13,2,V Kohli,Yuvraj Singh,JH Kallis,0,0,0,0,0,0,4,0,4,,,
97145,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,13,3,V Kohli,Yuvraj Singh,JH Kallis,0,0,0,0,0,0,1,0,1,,,
97148,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,13,6,V Kohli,Yuvraj Singh,JH Kallis,0,0,0,0,0,0,0,0,0,,,
97150,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,14,2,V Kohli,Yuvraj Singh,SP Narine,0,0,0,0,0,0,1,0,1,,,
97155,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,15,1,V Kohli,Yuvraj Singh,JH Kallis,0,0,0,0,0,0,1,0,1,,,
97160,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,15,6,V Kohli,Yuvraj Singh,JH Kallis,0,0,0,0,0,0,1,0,1,,,
97161,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,16,1,V Kohli,Yuvraj Singh,SP Narine,0,0,0,0,0,0,0,0,0,,,
97162,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,16,2,V Kohli,Yuvraj Singh,SP Narine,0,0,0,0,0,0,2,0,2,,,
97163,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,16,3,V Kohli,Yuvraj Singh,SP Narine,0,0,0,0,0,0,0,0,0,,,
97164,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,16,4,V Kohli,Yuvraj Singh,SP Narine,0,0,0,0,0,0,4,0,4,,,
97165,409,2,Royal Challengers Bangalore,Kolkata Knight Riders,16,5,V Kohli,Yuvraj Singh,SP Narine,0,0,0,0,0,0,0,0,0,V Kohli,bowled,
